beta,Energy,Mx,My,M2x,M2y,M3x,M3y,I,S
1.47,-1040.5,98,19.0526,-5,86.6025,-88,8.13165e-14,536.5,9.52628
1.47,-1137,149.5,-19.9186,200.5,25.1147,4,1.00421e-13,569,-50.2295
1.47,-1024,139.5,77.0763,-18.5,58.0237,0,5.97628e-14,522,29.4449
1.47,-1002.5,159.5,-96.1288,-57.5,-37.2391,-22,9.66246e-14,520,-12.1244
1.47,-1065.5,207,-192.258,-47,-102.191,-72,1.3961e-13,537,22.5167
1.47,-1207,120.5,-274.53,-27.5,-155.019,-70,1.47815e-13,599.5,-19.9186
1.47,-1312.5,135.5,-127.306,-93.5,-78.8083,-106,1.26016e-13,664.5,7.79423
1.47,-982,32,32.909,-185,-55.4256,-100,8.40108e-14,500,6.9282
1.47,-1170.5,-187.5,12.9904,131.5,-32.0429,-42,7.4581e-14,600,5.19615
1.47,-1030,-10.5,141.162,44.5,44.1673,12,4.38424e-14,509.5,18.1865
1.47,-1097,-80.5,58.0237,-63.5,-108.253,134,2.29009e-14,543,32.909
1.47,-1219.5,-184,173.205,-128,-51.9615,62,4.28626e-15,615.5,-4.33013
1.47,-1143.5,-163,96.9948,34,12.1244,20,3.1351e-14,589.5,7.79423
1.47,-1096,17.5,30.3109,68.5,89.2006,-14,5.64562e-14,555,-45.0333
1.47,-1022,-19.5,-160.215,-30.5,-11.2583,-72,9.23384e-14,514,-10.3923
1.47,-1151,-76,-164.545,-23,124.708,20,2.96365e-14,582,-24.2487
1.47,-1161.5,-160,50.2295,52,-116.047,32,6.07425e-14,562.5,-14.7224
1.47,-1054,65.5,139.43,-0.5,44.1673,34,4.10257e-14,530,-29.4449
1.47,-1107,30,103.923,-86,-55.4256,12,5.65787e-14,571,3.4641
1.47,-902.5,119.5,-2.59808,-135.5,59.7558,-38,5.98852e-14,449,-12.1244
1.47,-1023.5,-123.5,14.7224,104.5,61.4878,10,4.323e-14,523,-36.3731
1.47,-1056.5,30,31.1769,10,-166.277,6,9.8829e-14,528.5,-12.9904
1.47,-1143.5,7.5,-9.52628,-15.5,-30.3109,48,5.41294e-14,543,6.9282
1.47,-1062,38.5,14.7224,59.5,160.215,94,1.08994e-14,522.5,35.507
1.47,-839,-136,-39.8372,19,-10.3923,8,5.09453e-14,412,-19.0526
1.47,-869.5,-159.5,94.3968,-15.5,-45.8993,70,2.29009e-14,425.5,7.79423
1.47,-1106,-131,280.592,-143,-162.813,118,7.71527e-15,545.5,-11.2583
1.47,-827,-30.5,-64.9519,-135.5,-78.8083,16,5.8783e-14,409.5,-18.1865
1.47,-1125,83.5,-180.999,80.5,-18.1865,-26,1.07402e-13,566,-25.9808
1.47,-1058.5,-39.5,-90.9327,-123.5,-2.59808,-8,5.217e-14,520.5,-12.9904
1.47,-1033.5,-119,-157.617,40,-17.3205,40,5.5599e-14,527,-1.73205
1.47,-1222,-148.5,-108.253,2.5,78.8083,24,2.84118e-14,614.5,-32.0429
1.47,-1115,145,197.454,-80,43.3013,-104,7.93571e-14,563,5.19615
1.47,-887,-41,81.4064,25,50.2295,-92,7.24991e-14,443,13.8564
1.47,-1073.5,-105.5,106.521,-9.5,-96.1288,-68,8.22963e-14,531.5,-2.59808
1.47,-1075,-75,148.956,-137,6.9282,24,1.739e-14,540.5,26.8468
1.47,-1144.5,-272.5,-160.215,11.5,38.9711,20,2.7677e-14,578,-22.5167
1.47,-1047.5,-118,-93.5307,-62,-3.4641,26,4.0046e-14,542,-12.1244
1.47,-1132,-44.5,-52.8275,-90.5,-99.5929,50,5.57214e-14,572.5,-6.06218
1.47,-1260,85,-96.9948,-2,95.2628,-2,6.01302e-14,645,20.7846
1.47,-1100.5,20,-90.0666,25,98.7269,-16,5.85381e-14,536,3.4641
1.47,-956,111.5,-77.0763,26.5,96.1288,38,5.30272e-14,472.5,45.8993
1.47,-1027.5,164,43.3013,46,-1.73205,86,5.93954e-14,495,-10.3923
1.47,-1046,83.5,66.684,47.5,-21.6506,82,5.35171e-14,518.5,12.9904
1.47,-1043.5,95,-69.282,55,62.3538,32,6.29468e-14,504,-19.0526
1.47,-1045,193.5,4.33013,194.5,-106.521,30,1.23322e-13,517,19.0526
1.47,-998.5,12,-102.191,-74,-81.4064,18,7.40911e-14,483,-10.3923
1.47,-1096.5,22,-171.473,-74,-77.9423,-50,1.00299e-13,533.5,-9.52628
1.47,-1185.5,26.5,-18.1865,59.5,-108.253,-86,1.23812e-13,589,41.5692
1.47,-1048.5,86.5,64.9519,173.5,2.59808,100,5.8783e-14,523.5,23.3827
1.47,-801,104.5,130.77,-126.5,-142.894,40,6.88252e-14,395.5,4.33013
1.47,-1064,41.5,-250.281,-162.5,14.7224,-14,6.67433e-14,534.5,12.9904
1.47,-1117,-35.5,-47.6314,38.5,-7.79423,98,3.80865e-14,559,8.66025
1.47,-1058.5,-150.5,-269.334,-87.5,111.717,58,1.11443e-14,539,3.4641
1.47,-1228,295.5,-118.645,170.5,-87.4686,90,1.19158e-13,605.5,-16.4545
1.47,-876.5,-67.5,-321.295,-186.5,239.889,156,-4.43322e-14,456.5,-9.52628
1.47,-1104.5,-309,-116.047,-35,12.1244,156,-2.15538e-14,560,-10.3923
1.47,-1127.5,-155,67.55,16,38.1051,100,2.20436e-15,550,17.3205
1.47,-1194.5,-63.5,-2.59808,-51.5,47.6314,10,3.56372e-14,603,5.19615
1.47,-1000.5,11.5,16.4545,-45.5,-45.8993,22,6.03751e-14,502.5,6.06218
1.47,-1184,-64.5,-47.6314,38.5,28.5788,-36,6.78454e-14,602.5,32.0429
1.47,-942.5,6.5,82.2724,-60.5,44.1673,-34,5.13127e-14,476,1.66533e-15
1.47,-957.5,8.5,184.463,-51.5,-28.5788,-14,5.47417e-14,477.5,-26.8468
1.47,-1007,91.5,47.6314,74.5,68.416,-30,7.43361e-14,487.5,-40.7032
1.47,-993,-138,-69.282,16,3.4641,0,5.1925e-14,499.5,-4.33013
1.47,-1179.5,95,-265.004,-56,3.4641,56,6.83353e-14,585,3.4641
1.47,-1122,176.5,-231.229,-30.5,-92.6647,-62,1.35568e-13,556,-1.73205
1.47,-1201.5,154,2.86438e-14,-29,-64.0859,16,8.6705e-14,604,-39.8372
1.47,-1230.5,156.5,73.6122,-3.5,47.6314,-58,8.38883e-14,615,1.73205
1.47,-1155,-167,20.7846,-38,-84.8705,-14,5.84157e-14,582.5,-11.2583
1.47,-1112,-92.5,-174.071,-129.5,82.2724,-28,3.89438e-14,574,10.3923
1.47,-1073.5,-125.5,226.033,-102.5,-134.234,56,3.01263e-14,537.5,51.0955
1.47,-894.5,-81.5,28.5788,-60.5,66.684,22,2.2411e-14,446.5,9.52628
1.47,-1245.5,-107,-34.641,34,64.0859,28,3.40452e-14,646.5,-2.59808
1.47,-1281.5,6.5,-177.535,-138.5,54.5596,20,4.13931e-14,625,-15.5885
1.47,-1000,-143.5,-19.9186,146.5,127.306,-4,3.86988e-14,512.5,2.59808
1.47,-1083,89,157.617,-92,121.244,-88,5.24149e-14,551.5,-0.866025
1.47,-1135,-89,-244.219,-47,43.3013,-8,5.65787e-14,574.5,14.7224
1.47,-1033.5,104.5,-193.124,-54.5,-64.9519,-2,9.68696e-14,515.5,2.59808
1.47,-1165.5,77,-124.708,100,8.66025,-94,1.20138e-13,581,-24.2487
1.47,-878,-16,124.708,-80,-103.923,-40,7.6418e-14,460,10.3923
1.47,-927,116,171.473,-44,53.6936,-112,8.22963e-14,471.5,-11.2583
1.47,-1049.5,128,-93.5307,79,-12.1244,-16,1.02136e-13,551.5,0.866025
1.47,-1147,6.5,-63.2199,-0.5,58.0237,-82,8.07042e-14,590,-10.3923
1.47,-1119,-50.5,-177.535,-69.5,113.449,32,2.66973e-14,551.5,12.9904
1.47,-1088.5,82,-98.7269,-71,17.3205,118,3.12285e-14,546.5,-23.3827
1.47,-1220,23,-31.1769,-29,-34.641,-22,7.82549e-14,590,-34.641
1.47,-1053.5,-2.5,-109.985,-42.5,-18.1865,68,4.80062e-14,523,3.4641
1.47,-1106,13,-105.655,-65,36.3731,46,4.20054e-14,561,-34.641
1.47,-894.5,8.5,-75.3442,-69.5,61.4878,22,4.07807e-14,451,24.2487
1.47,-1031.5,9.5,97.8609,62.5,32.0429,68,3.69843e-14,505,50.2295
1.47,-1108,-13,-8.66025,-23,36.3731,20,4.5067e-14,547.5,35.507
1.47,-1097,113.5,38.9711,35.5,40.7032,46,5.54765e-14,545.5,-19.9186
1.47,-1154,10.5,-61.4878,11.5,-23.3827,-48,8.93992e-14,577,-5.19615
1.47,-1061.5,-81.5,6.06218,-60.5,92.6647,-44,3.86988e-14,540,6.9282
1.47,-1223,-118.5,73.6122,-60.5,54.5596,30,1.48182e-14,600.5,-30.3109
1.47,-1124.5,-105.5,-130.77,-57.5,82.2724,34,2.41255e-14,553,-34.641
1.47,-1186.5,-78.5,219.104,-9.5,-68.416,-68,7.17643e-14,586,29.4449
1.47,-1174,87.5,108.253,29.5,30.3109,-22,6.96824e-14,588,53.6936
1.47,-826.5,-87.5,180.999,-66.5,-96.1288,82,2.63299e-14,401.5,12.9904
1.47,-1052,35.5,-142.894,-87.5,-4.33013,28,5.8783e-14,490.5,-51.0955
1.47,-1069.5,90.5,179.267,-96.5,109.985,-10,2.90241e-14,511,-3.4641
1.47,-1143.5,-38,214.774,-20,13.8564,-50,5.27823e-14,551.5,30.3109
1.47,-1210,4.44089e-16,45.0333,49,71.0141,-6,5.22924e-14,612.5,-19.9186
1.47,-1020.5,-185,84.8705,-35,-91.7987,106,1.67777e-14,510,29.4449
1.47,-1160,-26.5,-222.569,-48.5,56.2917,104,2.54727e-14,577,25.9808
1.47,-1129.5,186.5,-135.966,29.5,-142.894,74,1.06422e-13,553,-5.19615
1.47,-1009,3.5,75.3442,62.5,92.6647,56,2.86567e-14,497.5,4.33013
1.47,-921,-173,-90.0666,124,25.9808,-26,6.55186e-14,480.5,-21.6506
1.47,-1080.5,-215.5,21.6506,62.5,-104.789,-10,6.7723e-14,552.5,-4.33013
1.47,-1089,5.5,-269.334,-177.5,18.1865,-32,6.66208e-14,538,45.0333
1.47,-1148.5,23,245.951,-131,138.564,-142,4.61692e-14,576,24.2487
1.47,-941.5,-14.5,212.176,-93.5,97.8609,-94,4.24952e-14,469,10.3923
1.47,-1126,79,45.0333,-110,15.5885,-86,7.87448e-14,571.5,23.3827
1.47,-1152.5,165.5,32.0429,-72.5,54.5596,-202,1.22097e-13,583.5,51.0955
1.47,-1215.5,-57.5,106.521,-45.5,104.789,-140,6.31918e-14,604,41.5692
1.47,-1173,93,174.937,-44,176.669,-84,4.45771e-14,590.5,-12.9904
1.47,-1139,225,79.6743,-35,45.0333,-96,1.00176e-13,572.5,-32.0429
1.47,-908.5,-67.5,52.8275,-9.5,-118.645,-132,1.15117e-13,454,8.66025
1.47,-1005,-85.5,134.234,35.5,51.0955,-18,4.17605e-14,520.5,12.9904
1.47,-1116.5,286,6.9282,130,69.282,106,6.60085e-14,544.5,38.9711
1.47,-1157.5,184.5,-21.6506,-39.5,-82.2724,-54,1.15974e-13,586.5,0.866025
1.47,-1105.5,2,-140.296,-119,-55.4256,20,6.39266e-14,558,-34.641
1.47,-934.5,-138.5,149.822,-48.5,-18.1865,-50,4.83735e-14,483,-8.66025
1.47,-902.5,-88,121.244,-65,71.0141,86,-6.00077e-15,451,10.3923
1.47,-1073.5,-135,79.6743,4,60.6218,54,1.16341e-14,525.5,21.6506
1.47,-1152,-169,-29.4449,-5,-84.8705,-46,7.55607e-14,588,-67.55
1.47,-1115.5,-67.5,-155.019,-18.5,-75.3442,-18,8.46231e-14,535,6.9282
1.47,-1159,-90,-69.282,106,-24.2487,-108,1.07769e-13,583,6.9282
1.47,-1060.5,-225,-22.5167,175,22.5167,-168,1.0483e-13,533.5,40.7032
1.47,-856.5,-63,-45.0333,-50,174.937,-48,2.96365e-14,431.5,-12.9904
1.47,-1032,-101.5,-99.5929,-36.5,-75.3442,-88,9.57674e-14,526.5,-26.8468
1.47,-1142,-160.5,-49.3634,-63.5,44.1673,0,2.93915e-14,551,-25.9808
1.47,-960,-72.5,101.325,17.5,-66.684,94,3.41676e-14,463.5,11.2583
1.47,-1154,-10.5,-99.5929,-3.5,0.866025,96,3.84539e-14,589.5,2.59808
1.47,-1290,42,-41.5692,91,-67.55,12,9.25833e-14,653.5,18.1865
1.47,-1236.5,93,-51.9615,169,-13.8564,24,9.40529e-14,633,3.4641
1.47,-1088,-23.5,-174.071,-126.5,64.9519,38,3.12285e-14,546.5,-35.507
1.47,-1094.5,-10.5,-106.521,-57.5,49.3634,48,3.67394e-14,535,-5.19615
1.47,-1212.5,-128,-1.73205,-80,109.119,-26,2.21661e-14,599,-15.5885
1.47,-1013.5,109.5,-97.8609,26.5,-174.071,0,1.23199e-13,508.5,-7.79423
1.47,-1316,-280.5,-120.378,5.5,92.6647,24,1.0532e-14,660.5,14.7224
1.47,-1065.5,69,-55.4256,-17,-20.7846,-12,8.10716e-14,524.5,-9.52628
1.47,-1165,-54,69.282,-23,43.3013,-54,5.57214e-14,591,17.3205
1.47,-1030.5,152,72.7461,4,145.492,14,4.15155e-14,538,34.641
1.47,-1024.5,110.5,-115.181,-54.5,-111.717,-68,1.2222e-13,498,10.3923
1.47,-1108.5,62,-62.3538,22,58.8897,-22,7.16418e-14,559,-8.66025
1.47,-974.5,130.5,-11.2583,11.5,47.6314,-24,7.81325e-14,482,34.641
1.47,-1316.5,123,83.1384,-5,24.2487,42,5.32721e-14,651,50.2295
1.47,-1277.5,64,-3.4641,-23,36.3731,34,4.98431e-14,626.5,40.7032
1.47,-1210.5,67.5,-21.6506,8.5,-21.6506,60,5.97628e-14,599.5,6.06218
1.47,-1115.5,-78.5,155.019,17.5,-9.52628,64,2.66973e-14,536.5,9.52628
1.47,-1025,13,91.7987,-8,51.9615,58,2.80444e-14,524.5,-9.52628
1.47,-996.5,-75,-6.9282,37,27.7128,18,4.71489e-14,496.5,-0.866025
1.47,-1177,-18.5,101.325,-72.5,103.057,-98,5.25373e-14,599,-24.2487
1.47,-1011.5,-9.5,25.1147,-33.5,-108.253,-98,1.08626e-13,486.5,-14.7224
1.47,-974.5,-25,-72.7461,-11,110.851,44,2.64524e-14,491,15.5885
1.47,-906,-106,-13.8564,133,74.4782,-34,6.15997e-14,456.5,18.1865
1.47,-1121,-122,102.191,133,110.851,-32,4.31076e-14,554.5,18.1865
1.47,-1117.5,-39.5,32.0429,32.5,-52.8275,4,6.95599e-14,574.5,14.7224
1.47,-1088.5,40,39.8372,-50,-12.1244,4,6.00077e-14,552.5,32.0429
1.47,-1081,20.5,0.866025,-0.5,0.866025,22,5.81707e-14,553.5,7.79423
1.47,-1097,90,-25.9808,124,-1.73205,-30,1.00299e-13,529,-8.66025
1.47,-1047.5,-167.5,68.416,44.5,94.3968,-16,2.7677e-14,546,10.3923
1.47,-1315.5,-218.5,6.06218,164.5,26.8468,-10,5.30272e-14,654.5,14.7224
1.47,-1188.5,-288.5,-104.789,215.5,-6.06218,-74,8.5113e-14,594.5,-16.4545
1.47,-1210,281,-296.181,-125,-53.6936,-154,1.61286e-13,615.5,0.866025
1.47,-1060.5,323.5,-168.875,17.5,58.0237,-80,1.28588e-13,516,-25.9808
1.47,-1145.5,218.5,-104.789,-129.5,32.0429,-32,8.40108e-14,570.5,-9.52628
1.47,-1164.5,84,-60.6218,-32,-12.1244,-36,8.69499e-14,584.5,14.7224
1.47,-1130.5,144,10.3923,61,-8.66025,36,7.78875e-14,560,22.5167
1.47,-1192.5,48.5,33.775,-42.5,-108.253,-4,8.52354e-14,589.5,52.8275
1.47,-1123,127.5,-122.11,-21.5,-70.1481,-30,1.08381e-13,567,-41.5692
1.47,-1214.5,87,-161.081,55,-1.73205,-36,1.0287e-13,609,48.4974
1.47,-927.5,-30,-109.119,103,-117.779,-24,1.11688e-13,451.5,6.06218
1.47,-885,76,-161.081,121,6.9282,70,7.53158e-14,435.5,-7.79423
1.47,-1185.5,82.5,-44.1673,32.5,44.1673,78,4.6659e-14,607,-8.66025
1.47,-1178,19.5,-90.9327,113.5,-16.4545,66,6.87027e-14,595,-13.8564
1.47,-1065,54,155.885,-98,13.8564,96,1.3961e-14,552,-39.8372
1.47,-1150.5,-85,13.8564,-8,-57.1577,74,3.9801e-14,566.5,-49.3634
1.47,-1034.5,77,102.191,-137,39.8372,-58,5.74359e-14,525.5,-14.7224
1.47,-1233,144.5,7.79423,131.5,-75.3442,14,1.07646e-13,627.5,4.33013
1.47,-1206.5,218,-69.282,88,-114.315,-46,1.43406e-13,587.5,-14.7224
1.47,-1132,100.5,234.693,-111.5,-116.913,-18,7.50708e-14,562,15.5885
1.47,-1080.5,-208.5,16.4545,65.5,42.4352,-132,7.54382e-14,553,15.5885
1.47,-1104.5,84.5,317.831,-168.5,127.306,-112,3.72293e-14,547,5.19615
1.47,-1115,-62,55.4256,133,77.9423,-98,8.09492e-14,547.5,40.7032
1.47,-907,-102.5,11.2583,-30.5,-49.3634,-32,6.5886e-14,470.5,-2.59808
1.47,-1098,-22,15.5885,1,48.4974,-106,8.11941e-14,535,8.66025
1.47,-1140.5,-9.5,21.6506,-78.5,-64.9519,-2,6.47838e-14,583,-48.4974
1.47,-987,32,-39.8372,22,-154.153,-58,1.22587e-13,483,-20.7846
1.47,-1177.5,75,-176.669,25,-6.9282,-30,9.80942e-14,600,-43.3013
1.47,-1101,-38,-124.708,-101,43.3013,-14,4.95982e-14,562,-13.8564
1.47,-1178.5,222,-58.8897,40,-86.6025,24,1.09973e-13,577.5,66.684
1.47,-955.5,-147,-34.641,-50,53.6936,18,2.41255e-14,480,-27.7128
1.47,-1101,-64,-129.904,-98,39.8372,-64,6.31918e-14,538.5,14.7224
1.47,-953.5,-131,77.9423,-14,-117.779,94,3.56372e-14,488.5,18.1865
1.47,-1305,-182.5,241.621,62.5,-11.2583,-16,3.8209e-14,656.5,-16.4545
1.47,-996.5,-199.5,184.463,32.5,-208.712,72,5.14352e-14,489.5,28.5788
1.47,-949,117.5,6.06218,68.5,-87.4686,128,6.44164e-14,461,-36.3731
1.47,-1075,77.5,37.2391,-84.5,-2.59808,154,1.26139e-14,534.5,-19.9186
1.47,-983,-90,114.315,76,-86.6025,84,4.55569e-14,493,-8.66025
1.47,-1121,79,159.349,-5,138.564,-2,3.17184e-14,558,-3.4641
1.47,-1118,-131.5,-103.057,47.5,-44.1673,32,5.92729e-14,551,-17.3205
1.47,-1034,-67.5,2.59808,44.5,-78.8083,66,5.62113e-14,534,20.7846
1.47,-1092,-53,-8.66025,22,-34.641,28,5.82932e-14,575,-8.66025
1.47,-1173.5,-124.5,25.1147,152.5,25.1147,-48,7.37237e-14,596,25.9808
1.47,-1064.5,-28,-114.315,-68,-55.4256,14,6.64983e-14,553,1.73205
1.47,-1171,32,-181.865,-29,-124.708,-10,1.05442e-13,600.5,51.0955
1.47,-1049.5,12.5,-187.928,-45.5,-89.2006,-88,1.17811e-13,524,-32.909
1.47,-1142,33.5,-264.138,-6.5,-96.1288,-124,1.43039e-13,577.5,0.866025
1.47,-1132,-83,-27.7128,-53,-3.4641,4,4.75163e-14,583.5,-9.52628
1.47,-1209,-116.5,-82.2724,41.5,26.8468,-34,6.4049e-14,602.5,-6.06218
1.47,-840.5,114,-110.851,49,29.4449,0,8.42557e-14,415,20.7846
1.47,-1220.5,131,-105.655,88,124.708,68,4.97207e-14,611.5,-42.4352
1.47,-1040.5,131,-72.7461,-41,-13.8564,26,7.38462e-14,515.5,21.6506
1.45,-1078,173,-81.4064,16,-41.5692,14,9.61348e-14,519,-6.9282
1.45,-1283,-27.5,7.79423,47.5,77.0763,-2,4.88634e-14,629,1.73205
1.45,-1115,-7.5,-149.822,-18.5,37.2391,-90,8.97666e-14,552.5,-23.3827
1.45,-1069,117,-8.66025,-29,-25.9808,-114,1.14504e-13,527.5,-30.3109
1.45,-1194.5,129.5,-61.4878,-9.5,-6.06218,-76,1.06299e-13,610,38.1051
1.45,-1031.5,-136,-88.3346,106,-8.66025,38,5.54765e-14,518,2.44249e-15
1.45,-1115,-178.5,245.085,-60.5,45.8993,78,-1.75124e-14,552,-17.3205
1.45,-1160,-143,-25.9808,-173,-168.009,136,1.98393e-14,578,-1.73205
1.45,-1047,96.5,-78.8083,200.5,16.4545,68,8.03368e-14,534,19.0526
1.45,-1076.5,96,-103.923,145,39.8372,60,7.2744e-14,545,13.8564
1.45,-991.5,94,136.832,-29,31.1769,76,3.1106e-14,492.5,25.1147
1.45,-1051.5,76.5,30.3109,23.5,-28.5788,42,6.60085e-14,524.5,-4.33013
1.45,-1034.5,-24.5,-28.5788,32.5,-11.2583,-8,7.05397e-14,513.5,0.866025
1.45,-1188.5,18.5,-151.554,-27.5,-7.79423,38,6.23345e-14,591.5,2.59808
1.45,-1140.5,-218.5,-201.784,-21.5,92.6647,-16,3.28205e-14,571.5,-9.52628
1.45,-960.5,-305.5,12.9904,161.5,-0.866025,-100,7.49484e-14,490,3.4641
1.45,-1070,235,245.951,-23,166.277,-80,6.04976e-14,554,-12.1244
1.45,-1017,228.5,-167.143,53.5,-139.43,-70,1.60061e-13,523.5,-0.866025
1.45,-1003.5,13.5,118.645,-93.5,-37.2391,-66,7.26216e-14,492,-8.66025
1.45,-1010,-30.5,120.378,-105.5,-125.574,28,5.5599e-14,512,5.19615
1.45,-1005,138.5,-59.7558,44.5,59.7558,92,4.8496e-14,508,1.73205
1.45,-1154.5,28,43.3013,-95,100.459,-50,4.54344e-14,594.5,-16.4545
1.45,-1060,-19.5,-158.483,5.5,-19.9186,-42,8.92768e-14,548,-8.66025
1.45,-1144.5,156.5,77.0763,38.5,68.416,-34,7.70303e-14,587,-29.4449
1.45,-1171,163.5,200.052,-21.5,141.162,-102,6.72331e-14,579,-3.4641
1.45,-1168.5,-151,-36.3731,112,-31.1769,-112,1.01401e-13,593.5,2.59808
1.45,-1203,-42,-114.315,-56,20.7846,-24,6.17222e-14,609.5,6.06218
1.45,-1028,18,-22.5167,73,-3.4641,-6,7.801e-14,501.5,-4.33013
1.45,-1179,-183.5,-0.866025,38.5,-78.8083,-32,7.15194e-14,594,-12.1244
1.45,-1183.5,33,-43.3013,88,-69.282,-48,1.09973e-13,602,-55.4256
1.45,-1193,117,-65.8179,25,-24.2487,66,6.96824e-14,588,-45.0333
1.45,-1029,-2.5,-38.9711,62.5,-7.79423,110,4.07807e-14,533.5,18.1865
1.45,-969.5,93,129.904,13,25.9808,60,4.26177e-14,474,17.3205
1.45,-998.5,27.5,33.775,2.5,-52.8275,146,3.04937e-14,474,17.3205
1.45,-1144,-79,-12.1244,-62,-51.9615,62,3.83314e-14,577.5,40.7032
1.45,-1160.5,47,-249.415,-59,145.492,110,1.43284e-14,573,-25.9808
1.45,-1088,185,53.6936,100,90.0666,170,2.2656e-14,540.5,26.8468
1.45,-1041,158,-188.794,106,15.5885,62,8.60927e-14,522,-15.5885
1.45,-1034.5,-91,-79.6743,-131,-83.1384,68,3.79641e-14,528,3.4641
1.45,-1305.5,-162,6.9282,37,-88.3346,42,5.27823e-14,656,20.7846
1.45,-1113.5,-31.5,-194.856,-21.5,-9.52628,-48,8.6705e-14,554,6.9282
1.45,-1279.5,-76.5,-236.425,-33.5,9.52628,-72,8.59702e-14,635,-25.9808
1.45,-1118,14.5,-37.2391,-105.5,-90.9327,-86,9.98087e-14,547,-64.0859
1.45,-1201.5,8.5,84.0045,-63.5,61.4878,-2,3.75967e-14,592.5,-2.59808
1.45,-1213.5,135,53.6936,-41,-5.19615,12,6.78454e-14,615,-6.9282
1.45,-1209.5,164,-32.909,-68,-53.6936,-82,1.1328e-13,603,-20.7846
1.45,-1077,181.5,6.06218,-63.5,-59.7558,-84,1.15117e-13,551.5,21.6506
1.45,-1144.5,244,71.0141,-26,12.1244,-44,9.52775e-14,567,-69.282
1.45,-1197,177,69.282,28,-25.9808,-36,9.94413e-14,598.5,-18.1865
1.45,-1063,38.5,-101.325,29.5,2.59808,-80,1.02136e-13,523,5.19615
1.45,-1233.5,8,-202.65,37,17.3205,20,7.2744e-14,633,32.909
1.45,-1189.5,-112,-261.54,-11,69.282,-16,5.63338e-14,602,-27.7128
1.45,-1108.5,-146,-322.161,-68,27.7128,46,3.93112e-14,554.5,0.866025
1.45,-1181,81.5,-193.124,-33.5,-51.0955,-70,1.14504e-13,588,-39.8372
1.45,-1148,212.5,-248.549,-30.5,-189.66,-116,1.78309e-13,577.5,-2.59808
1.45,-1090,252,12.1244,-20,-15.5885,-108,1.26628e-13,553,-10.3923
1.45,-1140,-45.5,123.842,14.5,-47.6314,4,5.9028e-14,563,10.3923
1.45,-937.5,162,-32.909,34,-147.224,-6,1.22097e-13,460.5,19.9186
1.45,-1026.5,81.5,45.8993,-24.5,37.2391,44,4.5067e-14,508.5,12.9904
1.45,-926,57.5,6.06218,-36.5,-37.2391,-16,7.76426e-14,472,-17.3205
1.45,-967,75,-135.1,49,-76.2102,-78,1.27486e-13,498,6.9282
1.45,-999,29,-83.1384,-56,-112.583,-70,1.10586e-13,502,8.66025
1.45,-929.5,-168,19.0526,67,-41.5692,6,5.59664e-14,461,-1.73205
1.45,-1024.5,59.5,-149.822,32.5,-80.5404,22,9.49101e-14,505.5,-12.9904
1.45,-1260,12,-247.683,-17,-13.8564,0,8.25412e-14,620.5,-9.52628
1.45,-1008.5,203.5,85.7365,41.5,-30.3109,34,8.26637e-14,502.5,-37.2391
1.45,-814,6,17.3205,-38,-138.564,12,8.3276e-14,399,-20.7846
1.45,-1056,74.5,-30.3109,2.5,6.06218,-68,9.38079e-14,529,-8.66025
1.45,-1077.5,7.5,-68.416,-96.5,64.9519,0,4.28626e-14,530.5,-33.775
1.45,-1194.5,23,-31.1769,67,51.9615,8,6.2457e-14,569.5,61.4878
1.45,-926.5,158.5,21.6506,-12.5,80.5404,52,4.60467e-14,445.5,-9.52628
1.45,-988,81.5,-49.3634,-6.5,-61.4878,14,8.41332e-14,526,1.73205
1.45,-1048,188,-17.3205,7,12.1244,56,6.80904e-14,518.5,19.9186
1.45,-1171.5,40,32.909,79,-6.9282,58,5.86606e-14,587.5,14.7224
1.45,-1202.5,-135.5,-130.77,-42.5,170.607,16,9.06239e-15,586,-3.4641
1.45,-1028,3.5,290.119,-174.5,-16.4545,80,2.44929e-16,537,-13.8564
1.45,-1054.5,45,100.459,-77,-131.636,150,3.36778e-14,550,25.9808
1.45,-1192,4,81.4064,79,65.8179,106,2.06965e-14,599.5,-51.0955
1.45,-923,-247.5,-279.726,17.5,80.5404,-6,3.90662e-14,460.5,-9.52628
1.45,-925.5,-190.5,-316.099,-162.5,45.8993,24,2.47379e-14,453,15.5885
1.45,-946,-175.5,149.822,83.5,-120.378,30,5.7191e-14,473,-13.8564
1.45,-792.5,32.5,-30.3109,233.5,59.7558,100,5.41294e-14,400.5,16.4545
1.45,-1117,105,-57.1577,145,84.8705,144,3.52698e-14,539.5,-6.06218
1.45,-1174,46.5,-84.0045,-0.5,-21.6506,12,7.51933e-14,587,55.4256
1.45,-1178,145,114.315,22,46.7654,-2,6.57635e-14,582.5,-0.866025
1.45,-1165,35.5,26.8468,32.5,-73.6122,22,7.801e-14,599,-22.5167
1.45,-1122,22,46.7654,-29,-83.1384,46,6.20896e-14,553,20.7846
1.45,-1248.5,45.5,206.98,14.5,-49.3634,122,2.85343e-14,614,19.0526
1.45,-1062.5,80,-22.5167,58,-25.9808,92,5.85381e-14,556.5,-11.2583
1.45,-1041.5,112.5,-4.33013,5.5,-49.3634,72,6.5886e-14,521,-3.4641
1.45,-1104,71.5,-220.836,-66.5,71.8801,52,4.77612e-14,550,22.5167
1.45,-896.5,-30.5,25.1147,-54.5,-274.53,46,9.46652e-14,450.5,16.4545
